Likes,Dislikes,Subscribers
5702,459,61000
11016,85,48000
41467,464,4900000
2869,89,1800
8525,77,48000
271,10,16000
5085,98,1600000
91,5,7200
130,78,98
2500,90,85000
163,36,263
293,9,18000
403,112,198
267,39,169
44,7,294
78,8,578
187,2,7800
999,20,11000
4833,47,465000
118,16,19000
29,2,6100
321,34,3400
143,7,116000
